x,y,z
-0.3264442762914001,-0.5356256175981249,-0.3928571428571429
-0.3264442762914001,-0.5356256175981249,-0.4142857142857143
-0.3264442762914001,-0.5356256175981249,-0.4357142857142857
-0.3264442762914001,-0.5356256175981249,-0.45714285714285713
-0.3264442762914001,-0.5356256175981249,-0.4785714285714286
-0.3264442762914001,-0.5356256175981249,-0.5
-0.31257589400610725,-0.5702913663461529,-0.2
-0.31257589400610725,-0.5702913663461529,-0.22142857142857145
-0.31257589400610725,-0.5702913663461529,-0.24285714285714288
-0.31257589400610725,-0.5702913663461529,-0.2642857142857143
-0.31257589400610725,-0.5702913663461529,-0.2857142857142857
-0.31257589400610725,-0.5702913663461529,-0.30714285714285716
-0.31257589400610725,-0.5702913663461529,-0.32857142857142857
-0.31257589400610725,-0.5702913663461529,-0.35
-0.31257589400610725,-0.5702913663461529,-0.37142857142857144
-0.31257589400610725,-0.5702913663461529,-0.3928571428571429
-0.31257589400610725,-0.5702913663461529,-0.4142857142857143
-0.31257589400610725,-0.5702913663461529,-0.4357142857142857
-0.31257589400610725,-0.5702913663461529,-0.45714285714285713
-0.31257589400610725,-0.5702913663461529,-0.4785714285714286
-0.31257589400610725,-0.5702913663461529,-0.5
-0.29504259237432023,-0.6032554300725989,-0.2
-0.29504259237432023,-0.6032554300725989,-0.22142857142857145
-0.29504259237432023,-0.6032554300725989,-0.24285714285714288
-0.29504259237432023,-0.6032554300725989,-0.2642857142857143
-0.29504259237432023,-0.6032554300725989,-0.2857142857142857
-0.29504259237432023,-0.6032554300725989,-0.30714285714285716
-0.29504259237432023,-0.6032554300725989,-0.32857142857142857
-0.29504259237432023,-0.6032554300725989,-0.35
-0.29504259237432023,-0.6032554300725989,-0.37142857142857144
-0.29504259237432023,-0.6032554300725989,-0.3928571428571429
-0.29504259237432023,-0.6032554300725989,-0.4142857142857143
-0.29504259237432023,-0.6032554300725989,-0.4357142857142857
-0.29504259237432023,-0.6032554300725989,-0.45714285714285713
-0.29504259237432023,-0.6032554300725989,-0.4785714285714286
-0.29504259237432023,-0.6032554300725989,-0.5
-0.2740497251609859,-0.6341317266386661,-0.2
-0.2740497251609859,-0.6341317266386661,-0.22142857142857145
-0.2740497251609859,-0.6341317266386661,-0.24285714285714288
-0.2740497251609859,-0.6341317266386661,-0.2642857142857143
-0.2740497251609859,-0.6341317266386661,-0.2857142857142857
-0.2740497251609859,-0.6341317266386661,-0.30714285714285716
-0.2740497251609859,-0.6341317266386661,-0.32857142857142857
-0.2740497251609859,-0.6341317266386661,-0.35
-0.2740497251609859,-0.6341317266386661,-0.37142857142857144
-0.2740497251609859,-0.6341317266386661,-0.3928571428571429
-0.2740497251609859,-0.6341317266386661,-0.4142857142857143
-0.2740497251609859,-0.6341317266386661,-0.4357142857142857
-0.2740497251609859,-0.6341317266386661,-0.45714285714285713
-0.2740497251609859,-0.6341317266386661,-0.4785714285714286
-0.2740497251609859,-0.6341317266386661,-0.5
-0.24984316530035366,-0.6625586262794299,-0.2
-0.24984316530035366,-0.6625586262794299,-0.22142857142857145
-0.24984316530035366,-0.6625586262794299,-0.24285714285714288
-0.24984316530035366,-0.6625586262794299,-0.2642857142857143
-0.24984316530035366,-0.6625586262794299,-0.2857142857142857
-0.24984316530035366,-0.6625586262794299,-0.30714285714285716
-0.24984316530035366,-0.6625586262794299,-0.32857142857142857
-0.24984316530035366,-0.6625586262794299,-0.35
-0.24984316530035366,-0.6625586262794299,-0.37142857142857144
-0.24984316530035366,-0.6625586262794299,-0.3928571428571429
-0.24984316530035366,-0.6625586262794299,-0.4142857142857143
-0.24984316530035366,-0.6625586262794299,-0.4357142857142857
-0.24984316530035366,-0.6625586262794299,-0.45714285714285713
-0.24984316530035366,-0.6625586262794299,-0.4785714285714286
-0.24984316530035366,-0.6625586262794299,-0.5
-0.22270642517977565,-0.6882031870887055,-0.2
-0.22270642517977565,-0.6882031870887055,-0.22142857142857145
-0.22270642517977565,-0.6882031870887055,-0.24285714285714288
-0.22270642517977565,-0.6882031870887055,-0.2642857142857143
-0.22270642517977565,-0.6882031870887055,-0.2857142857142857
-0.22270642517977565,-0.6882031870887055,-0.30714285714285716
-0.22270642517977565,-0.6882031870887055,-0.32857142857142857
-0.22270642517977565,-0.6882031870887055,-0.35
-0.22270642517977565,-0.6882031870887055,-0.37142857142857144
-0.22270642517977565,-0.6882031870887055,-0.3928571428571429
-0.22270642517977565,-0.6882031870887055,-0.4142857142857143
-0.22270642517977565,-0.6882031870887055,-0.4357142857142857
-0.22270642517977565,-0.6882031870887055,-0.45714285714285713
-0.22270642517977565,-0.6882031870887055,-0.4785714285714286
-0.22270642517977565,-0.6882031870887055,-0.5
-0.19295733608221105,-0.7107650545056017,-0.2
-0.19295733608221105,-0.7107650545056017,-0.22142857142857145
-0.19295733608221105,-0.7107650545056017,-0.24285714285714288
-0.19295733608221105,-0.7107650545056017,-0.2642857142857143
-0.19295733608221105,-0.7107650545056017,-0.2857142857142857
-0.19295733608221105,-0.7107650545056017,-0.30714285714285716
-0.19295733608221105,-0.7107650545056017,-0.32857142857142857
-0.19295733608221105,-0.7107650545056017,-0.35
-0.19295733608221105,-0.7107650545056017,-0.37142857142857144
-0.19295733608221105,-0.7107650545056017,-0.3928571428571429
-0.19295733608221105,-0.7107650545056017,-0.4142857142857143
-0.19295733608221105,-0.7107650545056017,-0.4357142857142857
-0.19295733608221105,-0.7107650545056017,-0.45714285714285713
-0.19295733608221105,-0.7107650545056017,-0.4785714285714286
-0.19295733608221105,-0.7107650545056017,-0.5
-0.160944325678513,-0.7299799791311405,-0.2
-0.160944325678513,-0.7299799791311405,-0.22142857142857145
-0.160944325678513,-0.7299799791311405,-0.24285714285714288
-0.160944325678513,-0.7299799791311405,-0.2642857142857143
-0.160944325678513,-0.7299799791311405,-0.2857142857142857
-0.160944325678513,-0.7299799791311405,-0.30714285714285716
-0.160944325678513,-0.7299799791311405,-0.32857142857142857
-0.160944325678513,-0.7299799791311405,-0.35
-0.160944325678513,-0.7299799791311405,-0.37142857142857144
-0.160944325678513,-0.7299799791311405,-0.3928571428571429
-0.160944325678513,-0.7299799791311405,-0.4142857142857143
-0.160944325678513,-0.7299799791311405,-0.4357142857142857
-0.160944325678513,-0.7299799791311405,-0.45714285714285713
-0.160944325678513,-0.7299799791311405,-0.4785714285714286
-0.160944325678513,-0.7299799791311405,-0.5
-0.12704233716829885,-0.7456229116735296,-0.2
-0.12704233716829885,-0.7456229116735296,-0.22142857142857145
-0.12704233716829885,-0.7456229116735296,-0.24285714285714288
-0.12704233716829885,-0.7456229116735296,-0.2642857142857143
-0.12704233716829885,-0.7456229116735296,-0.2857142857142857
-0.12704233716829885,-0.7456229116735296,-0.30714285714285716
-0.12704233716829885,-0.7456229116735296,-0.32857142857142857
-0.12704233716829885,-0.7456229116735296,-0.35
-0.12704233716829885,-0.7456229116735296,-0.37142857142857144
-0.12704233716829885,-0.7456229116735296,-0.3928571428571429
-0.12704233716829885,-0.7456229116735296,-0.4142857142857143
-0.12704233716829885,-0.7456229116735296,-0.4357142857142857
-0.12704233716829885,-0.7456229116735296,-0.45714285714285713
-0.12704233716829885,-0.7456229116735296,-0.4785714285714286
-0.12704233716829885,-0.7456229116735296,-0.5
-0.09164843786529894,-0.7575106387734225,-0.2
-0.09164843786529894,-0.7575106387734225,-0.22142857142857145
-0.09164843786529894,-0.7575106387734225,-0.24285714285714288
-0.09164843786529894,-0.7575106387734225,-0.2642857142857143
-0.09164843786529894,-0.7575106387734225,-0.2857142857142857
-0.09164843786529894,-0.7575106387734225,-0.30714285714285716
-0.09164843786529894,-0.7575106387734225,-0.32857142857142857
-0.09164843786529894,-0.7575106387734225,-0.35
-0.09164843786529894,-0.7575106387734225,-0.37142857142857144
-0.09164843786529894,-0.7575106387734225,-0.3928571428571429
-0.09164843786529894,-0.7575106387734225,-0.4142857142857143
-0.09164843786529894,-0.7575106387734225,-0.4357142857142857
-0.09164843786529894,-0.7575106387734225,-0.45714285714285713
-0.09164843786529894,-0.7575106387734225,-0.4785714285714286
-0.09164843786529894,-0.7575106387734225,-0.5
-0.05517716866036538,-0.765503928837826,-0.2
-0.05517716866036538,-0.765503928837826,-0.22142857142857145
-0.05517716866036538,-0.765503928837826,-0.24285714285714288
-0.05517716866036538,-0.765503928837826,-0.2642857142857143
-0.05517716866036538,-0.765503928837826,-0.2857142857142857
-0.05517716866036538,-0.765503928837826,-0.30714285714285716
-0.05517716866036538,-0.765503928837826,-0.32857142857142857
-0.05517716866036538,-0.765503928837826,-0.35
-0.05517716866036538,-0.765503928837826,-0.37142857142857144
-0.05517716866036538,-0.765503928837826,-0.3928571428571429
-0.05517716866036538,-0.765503928837826,-0.4142857142857143
-0.05517716866036538,-0.765503928837826,-0.4357142857142857
-0.05517716866036538,-0.765503928837826,-0.45714285714285713
-0.05517716866036538,-0.765503928837826,-0.4785714285714286
-0.05517716866036538,-0.765503928837826,-0.5
-0.018055688830222565,-0.7695091627501867,-0.2
-0.018055688830222565,-0.7695091627501867,-0.22142857142857145
-0.018055688830222565,-0.7695091627501867,-0.24285714285714288
-0.018055688830222565,-0.7695091627501867,-0.2642857142857143
-0.018055688830222565,-0.7695091627501867,-0.2857142857142857
-0.018055688830222565,-0.7695091627501867,-0.30714285714285716
-0.018055688830222565,-0.7695091627501867,-0.32857142857142857
-0.018055688830222565,-0.7695091627501867,-0.35
-0.018055688830222565,-0.7695091627501867,-0.37142857142857144
-0.018055688830222565,-0.7695091627501867,-0.3928571428571429
-0.018055688830222565,-0.7695091627501867,-0.4142857142857143
-0.018055688830222565,-0.7695091627501867,-0.4357142857142857
-0.018055688830222565,-0.7695091627501867,-0.45714285714285713
-0.018055688830222565,-0.7695091627501867,-0.4785714285714286
-0.018055688830222565,-0.7695091627501867,-0.5
0.019281226943007164,-0.7694794303574329,-0.2
0.019281226943007164,-0.7694794303574329,-0.22142857142857145
0.019281226943007164,-0.7694794303574329,-0.24285714285714288
0.019281226943007164,-0.7694794303574329,-0.2642857142857143
0.019281226943007164,-0.7694794303574329,-0.2857142857142857
0.019281226943007164,-0.7694794303574329,-0.30714285714285716
0.019281226943007164,-0.7694794303574329,-0.32857142857142857
0.019281226943007164,-0.7694794303574329,-0.35
0.019281226943007164,-0.7694794303574329,-0.37142857142857144
0.019281226943007164,-0.7694794303574329,-0.3928571428571429
0.019281226943007164,-0.7694794303574329,-0.4142857142857143
0.019281226943007164,-0.7694794303574329,-0.4357142857142857
0.019281226943007164,-0.7694794303574329,-0.45714285714285713
0.019281226943007164,-0.7694794303574329,-0.4785714285714286
0.019281226943007164,-0.7694794303574329,-0.5
0.0563962807455277,-0.7654150798916843,-0.2
0.0563962807455277,-0.7654150798916843,-0.22142857142857145
0.0563962807455277,-0.7654150798916843,-0.24285714285714288
0.0563962807455277,-0.7654150798916843,-0.2642857142857143
0.0563962807455277,-0.7654150798916843,-0.2857142857142857
0.0563962807455277,-0.7654150798916843,-0.30714285714285716
0.0563962807455277,-0.7654150798916843,-0.32857142857142857
0.0563962807455277,-0.7654150798916843,-0.35
0.0563962807455277,-0.7654150798916843,-0.37142857142857144
0.0563962807455277,-0.7654150798916843,-0.3928571428571429
0.0563962807455277,-0.7654150798916843,-0.4142857142857143
0.0563962807455277,-0.7654150798916843,-0.4357142857142857
0.0563962807455277,-0.7654150798916843,-0.45714285714285713
0.0563962807455277,-0.7654150798916843,-0.4785714285714286
0.0563962807455277,-0.7654150798916843,-0.5
0.09285477315822147,-0.7573637138916831,-0.2
0.09285477315822147,-0.7573637138916831,-0.22142857142857145
0.09285477315822147,-0.7573637138916831,-0.24285714285714288
0.09285477315822147,-0.7573637138916831,-0.2642857142857143
0.09285477315822147,-0.7573637138916831,-0.2857142857142857
0.09285477315822147,-0.7573637138916831,-0.30714285714285716
0.09285477315822147,-0.7573637138916831,-0.32857142857142857
0.09285477315822147,-0.7573637138916831,-0.35
0.09285477315822147,-0.7573637138916831,-0.37142857142857144
0.09285477315822147,-0.7573637138916831,-0.3928571428571429
0.09285477315822147,-0.7573637138916831,-0.4142857142857143
0.09285477315822147,-0.7573637138916831,-0.4357142857142857
0.09285477315822147,-0.7573637138916831,-0.45714285714285713
0.09285477315822147,-0.7573637138916831,-0.4785714285714286
0.09285477315822147,-0.7573637138916831,-0.5
0.12822969454887762,-0.7454196316717163,-0.2
0.12822969454887762,-0.7454196316717163,-0.22142857142857145
0.12822969454887762,-0.7454196316717163,-0.24285714285714288
0.12822969454887762,-0.7454196316717163,-0.2642857142857143
0.12822969454887762,-0.7454196316717163,-0.2857142857142857
0.12822969454887762,-0.7454196316717163,-0.30714285714285716
0.12822969454887762,-0.7454196316717163,-0.32857142857142857
0.12822969454887762,-0.7454196316717163,-0.35
0.12822969454887762,-0.7454196316717163,-0.37142857142857144
0.12822969454887762,-0.7454196316717163,-0.3928571428571429
0.12822969454887762,-0.7454196316717163,-0.4142857142857143
0.12822969454887762,-0.7454196316717163,-0.4357142857142857
0.12822969454887762,-0.7454196316717163,-0.45714285714285713
0.12822969454887762,-0.7454196316717163,-0.4785714285714286
0.12822969454887762,-0.7454196316717163,-0.5
0.1621067262999974,-0.7297227248679523,-0.2
0.1621067262999974,-0.7297227248679523,-0.22142857142857145
0.1621067262999974,-0.7297227248679523,-0.24285714285714288
0.1621067262999974,-0.7297227248679523,-0.2642857142857143
0.1621067262999974,-0.7297227248679523,-0.2857142857142857
0.1621067262999974,-0.7297227248679523,-0.30714285714285716
0.1621067262999974,-0.7297227248679523,-0.32857142857142857
0.1621067262999974,-0.7297227248679523,-0.35
0.1621067262999974,-0.7297227248679523,-0.37142857142857144
0.1621067262999974,-0.7297227248679523,-0.3928571428571429
0.1621067262999974,-0.7297227248679523,-0.4142857142857143
0.1621067262999974,-0.7297227248679523,-0.4357142857142857
0.1621067262999974,-0.7297227248679523,-0.45714285714285713
0.1621067262999974,-0.7297227248679523,-0.4785714285714286
0.1621067262999974,-0.7297227248679523,-0.5
0.19408909339673108,-0.7104568389977881,-0.2
0.19408909339673108,-0.7104568389977881,-0.22142857142857145
0.19408909339673108,-0.7104568389977881,-0.24285714285714288
0.19408909339673108,-0.7104568389977881,-0.2642857142857143
0.19408909339673108,-0.7104568389977881,-0.2857142857142857
0.19408909339673108,-0.7104568389977881,-0.30714285714285716
0.19408909339673108,-0.7104568389977881,-0.32857142857142857
0.19408909339673108,-0.7104568389977881,-0.35
0.19408909339673108,-0.7104568389977881,-0.37142857142857144
0.19408909339673108,-0.7104568389977881,-0.3928571428571429
0.19408909339673108,-0.7104568389977881,-0.4142857142857143
0.19408909339673108,-0.7104568389977881,-0.4357142857142857
0.19408909339673108,-0.7104568389977881,-0.45714285714285713
0.19408909339673108,-0.7104568389977881,-0.4785714285714286
0.19408909339673108,-0.7104568389977881,-0.5
0.22380221154040222,-0.6878476202219732,-0.2
0.22380221154040222,-0.6878476202219732,-0.22142857142857145
0.22380221154040222,-0.6878476202219732,-0.24285714285714288
0.22380221154040222,-0.6878476202219732,-0.2642857142857143
0.22380221154040222,-0.6878476202219732,-0.2857142857142857
0.22380221154040222,-0.6878476202219732,-0.30714285714285716
0.22380221154040222,-0.6878476202219732,-0.32857142857142857
0.22380221154040222,-0.6878476202219732,-0.35
0.22380221154040222,-0.6878476202219732,-0.37142857142857144
0.22380221154040222,-0.6878476202219732,-0.3928571428571429
0.22380221154040222,-0.6878476202219732,-0.4142857142857143
0.22380221154040222,-0.6878476202219732,-0.4357142857142857
0.22380221154040222,-0.6878476202219732,-0.45714285714285713
0.22380221154040222,-0.6878476202219732,-0.4785714285714286
0.22380221154040222,-0.6878476202219732,-0.5
0.2508980743596351,-0.6621598725286908,-0.2
0.2508980743596351,-0.6621598725286908,-0.22142857142857145
0.2508980743596351,-0.6621598725286908,-0.24285714285714288
0.2508980743596351,-0.6621598725286908,-0.2642857142857143
0.2508980743596351,-0.6621598725286908,-0.2857142857142857
0.2508980743596351,-0.6621598725286908,-0.30714285714285716
0.2508980743596351,-0.6621598725286908,-0.32857142857142857
0.2508980743596351,-0.6621598725286908,-0.35
0.2508980743596351,-0.6621598725286908,-0.37142857142857144
0.2508980743596351,-0.6621598725286908,-0.3928571428571429
0.2508980743596351,-0.6621598725286908,-0.4142857142857143
0.2508980743596351,-0.6621598725286908,-0.4357142857142857
0.2508980743596351,-0.6621598725286908,-0.45714285714285713
0.2508980743596351,-0.6621598725286908,-0.4785714285714286
0.2508980743596351,-0.6621598725286908,-0.5
0.2750593293351346,-0.6336944562928208,-0.2
0.2750593293351346,-0.6336944562928208,-0.22142857142857145
0.2750593293351346,-0.6336944562928208,-0.24285714285714288
0.2750593293351346,-0.6336944562928208,-0.2642857142857143
0.2750593293351346,-0.6336944562928208,-0.2857142857142857
0.2750593293351346,-0.6336944562928208,-0.30714285714285716
0.2750593293351346,-0.6336944562928208,-0.32857142857142857
0.2750593293351346,-0.6336944562928208,-0.35
0.2750593293351346,-0.6336944562928208,-0.37142857142857144
0.2750593293351346,-0.6336944562928208,-0.3928571428571429
0.2750593293351346,-0.6336944562928208,-0.4142857142857143
0.2750593293351346,-0.6336944562928208,-0.4357142857142857
0.2750593293351346,-0.6336944562928208,-0.45714285714285713
0.2750593293351346,-0.6336944562928208,-0.4785714285714286
0.2750593293351346,-0.6336944562928208,-0.5
0.2960029947000173,-0.6027847645351175,-0.2
0.2960029947000173,-0.6027847645351175,-0.22142857142857145
0.2960029947000173,-0.6027847645351175,-0.24285714285714288
0.2960029947000173,-0.6027847645351175,-0.2642857142857143
0.2960029947000173,-0.6027847645351175,-0.2857142857142857
0.2960029947000173,-0.6027847645351175,-0.30714285714285716
0.2960029947000173,-0.6027847645351175,-0.32857142857142857
0.2960029947000173,-0.6027847645351175,-0.35
0.2960029947000173,-0.6027847645351175,-0.37142857142857144
0.2960029947000173,-0.6027847645351175,-0.3928571428571429
0.2960029947000173,-0.6027847645351175,-0.4142857142857143
0.2960029947000173,-0.6027847645351175,-0.4357142857142857
0.2960029947000173,-0.6027847645351175,-0.45714285714285713
0.2960029947000173,-0.6027847645351175,-0.4785714285714286
0.2960029947000173,-0.6027847645351175,-0.5
0.3134837737825676,-0.5697928181521059,-0.2
0.3134837737825676,-0.5697928181521059,-0.22142857142857145
0.3134837737825676,-0.5697928181521059,-0.24285714285714288
0.3134837737825676,-0.5697928181521059,-0.2642857142857143
0.3134837737825676,-0.5697928181521059,-0.2857142857142857
0.3134837737825676,-0.5697928181521059,-0.30714285714285716
0.3134837737825676,-0.5697928181521059,-0.32857142857142857
0.3134837737825676,-0.5697928181521059,-0.35
0.3134837737825676,-0.5697928181521059,-0.37142857142857144
0.3134837737825676,-0.5697928181521059,-0.3928571428571429
0.3134837737825676,-0.5697928181521059,-0.4142857142857143
0.3134837737825676,-0.5697928181521059,-0.4357142857142857
0.3134837737825676,-0.5697928181521059,-0.45714285714285713
0.3134837737825676,-0.5697928181521059,-0.4785714285714286
0.3134837737825676,-0.5697928181521059,-0.5
0.3272969279731274,-0.5351050258501989,-0.2
0.3272969279731274,-0.5351050258501989,-0.22142857142857145
0.3272969279731274,-0.5351050258501989,-0.24285714285714288
0.3272969279731274,-0.5351050258501989,-0.2642857142857143
0.3272969279731274,-0.5351050258501989,-0.2857142857142857
0.3272969279731274,-0.5351050258501989,-0.30714285714285716
0.3272969279731274,-0.5351050258501989,-0.32857142857142857
0.3272969279731274,-0.5351050258501989,-0.35
0.3272969279731274,-0.5351050258501989,-0.37142857142857144
0.3272969279731274,-0.5351050258501989,-0.3928571428571429
0.3272969279731274,-0.5351050258501989,-0.4142857142857143
0.3272969279731274,-0.5351050258501989,-0.4357142857142857
0.3272969279731274,-0.5351050258501989,-0.45714285714285713
0.3272969279731274,-0.5351050258501989,-0.4785714285714286
0.3272969279731274,-0.5351050258501989,-0.5
0.33728067466632144,-0.4991276584445845,-0.2
0.33728067466632144,-0.4991276584445845,-0.22142857142857145
0.33728067466632144,-0.4991276584445845,-0.24285714285714288
0.33728067466632144,-0.4991276584445845,-0.2642857142857143
0.33728067466632144,-0.4991276584445845,-0.2857142857142857
0.33728067466632144,-0.4991276584445845,-0.30714285714285716
0.33728067466632144,-0.4991276584445845,-0.32857142857142857
0.33728067466632144,-0.4991276584445845,-0.35
0.33728067466632144,-0.4991276584445845,-0.37142857142857144
0.33728067466632144,-0.4991276584445845,-0.3928571428571429
0.33728067466632144,-0.4991276584445845,-0.4142857142857143
0.33728067466632144,-0.4991276584445845,-0.4357142857142857
0.33728067466632144,-0.4991276584445845,-0.45714285714285713
0.33728067466632144,-0.4991276584445845,-0.4785714285714286
0.33728067466632144,-0.4991276584445845,-0.5
0.3433180820934059,-0.46228209052886626,-0.2
0.3433180820934059,-0.46228209052886626,-0.22142857142857145
0.3433180820934059,-0.46228209052886626,-0.24285714285714288
0.3433180820934059,-0.46228209052886626,-0.2642857142857143
0.3433180820934059,-0.46228209052886626,-0.2857142857142857
0.3433180820934059,-0.46228209052886626,-0.30714285714285716
0.3433180820934059,-0.46228209052886626,-0.32857142857142857
0.3433180820934059,-0.46228209052886626,-0.35
0.3433180820934059,-0.46228209052886626,-0.37142857142857144
0.3433180820934059,-0.46228209052886626,-0.3928571428571429
0.3433180820934059,-0.46228209052886626,-0.4142857142857143
0.3433180820934059,-0.46228209052886626,-0.4357142857142857
0.3433180820934059,-0.46228209052886626,-0.45714285714285713
0.3433180820934059,-0.46228209052886626,-0.4785714285714286
0.3433180820934059,-0.46228209052886626,-0.5
0.3453384388520616,-0.4249998652460297,-0.2
0.3453384388520616,-0.4249998652460297,-0.22142857142857145
0.3453384388520616,-0.4249998652460297,-0.24285714285714288
0.3453384388520616,-0.4249998652460297,-0.2642857142857143
0.3453384388520616,-0.4249998652460297,-0.2857142857142857
0.3453384388520616,-0.4249998652460297,-0.30714285714285716
0.3453384388520616,-0.4249998652460297,-0.32857142857142857
0.3453384388520616,-0.4249998652460297,-0.35
0.3453384388520616,-0.4249998652460297,-0.37142857142857144
0.3453384388520616,-0.4249998652460297,-0.3928571428571429
0.3453384388520616,-0.4249998652460297,-0.4142857142857143
0.3453384388520616,-0.4249998652460297,-0.4357142857142857
0.3453384388520616,-0.4249998652460297,-0.45714285714285713
0.3453384388520616,-0.4249998652460297,-0.4785714285714286
0.3453384388520616,-0.4249998652460297,-0.5
-0.29665600927729363,-0.46030287308205325,-0.2
-0.29665600927729363,-0.46030287308205325,-0.22142857142857145
-0.29665600927729363,-0.46030287308205325,-0.24285714285714288
-0.29665600927729363,-0.46030287308205325,-0.2642857142857143
-0.29665600927729363,-0.46030287308205325,-0.2857142857142857
-0.29665600927729363,-0.46030287308205325,-0.30714285714285716
-0.29665600927729363,-0.46030287308205325,-0.32857142857142857
-0.29665600927729363,-0.46030287308205325,-0.35
-0.29665600927729363,-0.46030287308205325,-0.37142857142857144
-0.29665600927729363,-0.46030287308205325,-0.3928571428571429
-0.29665600927729363,-0.46030287308205325,-0.4142857142857143
-0.29665600927729363,-0.46030287308205325,-0.4357142857142857
-0.29665600927729363,-0.46030287308205325,-0.45714285714285713
-0.29665600927729363,-0.46030287308205325,-0.4785714285714286
-0.29665600927729363,-0.46030287308205325,-0.5
-0.29055992730608615,-0.4971387787730057,-0.2
-0.29055992730608615,-0.4971387787730057,-0.22142857142857145
-0.29055992730608615,-0.4971387787730057,-0.24285714285714288
-0.29055992730608615,-0.4971387787730057,-0.2642857142857143
-0.29055992730608615,-0.4971387787730057,-0.2857142857142857
-0.29055992730608615,-0.4971387787730057,-0.30714285714285716
-0.29055992730608615,-0.4971387787730057,-0.32857142857142857
-0.29055992730608615,-0.4971387787730057,-0.35
-0.29055992730608615,-0.4971387787730057,-0.37142857142857144
-0.29055992730608615,-0.4971387787730057,-0.3928571428571429
-0.29055992730608615,-0.4971387787730057,-0.4142857142857143
-0.29055992730608615,-0.4971387787730057,-0.4357142857142857
-0.29055992730608615,-0.4971387787730057,-0.45714285714285713
-0.29055992730608615,-0.4971387787730057,-0.4785714285714286
-0.29055992730608615,-0.4971387787730057,-0.5
-0.2805188938158769,-0.5331001999062275,-0.2
-0.2805188938158769,-0.5331001999062275,-0.22142857142857145
-0.2805188938158769,-0.5331001999062275,-0.24285714285714288
-0.2805188938158769,-0.5331001999062275,-0.2642857142857143
-0.2805188938158769,-0.5331001999062275,-0.2857142857142857
-0.2805188938158769,-0.5331001999062275,-0.30714285714285716
-0.2805188938158769,-0.5331001999062275,-0.32857142857142857
-0.2805188938158769,-0.5331001999062275,-0.35
-0.2805188938158769,-0.5331001999062275,-0.37142857142857144
-0.2805188938158769,-0.5331001999062275,-0.3928571428571429
-0.2805188938158769,-0.5331001999062275,-0.4142857142857143
